Title,Year_x,Certificate,Duration,Genre_x,Rating,Metascore_x,Director_x,Cast,Votes,Description,Review Count,Review Title,Review,Poster,Year_y,Rated,Genre_y,Runtime,Plot,Actors,Metascore_y,Director_y,imdbRating,imdbVotes,Awards,Country,Language,BoxOffice
Central Intelligence,2024.0,UA,107.0,"Action, Comedy, Crime",6.3,52.0,Rawson Marshall Thurber,"Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan","213,905","After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",226,Great Chemistry between Johnson and Hart,"Forget about the formulaic spies plot and its flaws, the film does not look silly for the wise decision of making it into a comedy and it sparks thanks to the strong rapport between Johnson and Hart. The thriller may seems to be dumb and lack of inventiveness in all the right ways but it is also a bit smarter than what audiences could have expected. The hilarious but not nonsense actions, sweet high- school buddies friendships, comedy about bullies and inspiration to transform a better oneself however are all blended well into this lack-of-originality thriller; though insufficient to generate big humors, it is still able to keep your smile till the end. The film centralises on the delightful chemistry between the two actors, both Hart and Johnson deliver a cheerful bromantic, especially the latter who takes his character and silliness seriously other than just knowing to flex muscles. It might lack in depth to explain about the quest of the mission but it is overall entertaining due to the commitment of the cast to bring us laughter.","https://m.media-amazon.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_UY209_CR0,0,140,209_AL_.jpg",2016,PG-13,"Action, Comedy, Crime",107 min,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.","Dwayne Johnson, Kevin Hart, Danielle Nicolet",52,Rawson Marshall Thurber,6.3,"218,774",2 wins & 8 nominations,"United States, China",English,"$127,440,871"
Case 39,2024.0,UA,109.0,"Horror, Mystery, Thriller",6.2,25.0,Christian Alvart,"RenÃÂ©e Zellweger, Ian McShane, Jodelle Ferland, Bradley Cooper","93,435","A social worker fights to save a girl from her abusive parents, only to discover that the situation is more dangerous than she ever expected.",199,Actually pretty good.,"I checked this movie out after watching a trailer online and I gotta say, it delivered. It was a nice little surprise for this major horror fan. It didn't rely on the ""jump scare"" which so many horror movies depend on lately, although it had a few. It created a very creepy atmosphere that stayed til the very end. Given, this movie could've supported better acting (I'm looking at you, Renee) and directing but if you're looking to be entertained and a little creeped out for 90 minutes then check it out. It runs in the tradition of movies like ""The Reaping"" and ""Orphan"" where the child in the movie makes you feel a little uneasy the entire time. Defiitely one of the better straight to DVD movies in awhile. If you are a horror fan then this movie should put an evil lil grin on your bloody face. However, if you stray more towards romcoms and drama then go rent Love Actually or some other random terrible movie.","https://m.media-amazon.com/images/M/MV5BNTA4NDUyOTE5NV5BMl5BanBnXkFtZTcwOTQ3NzY3Mw@@._V1_UY209_CR0,0,140,209_AL_.jpg",2009,R,"Horror, Mystery, Thriller",109 min,"A social worker fights to save a girl from her abusive parents, only to discover that the situation is more dangerous than she ever expected.","Renée Zellweger, Ian McShane, Jodelle Ferland",25,Christian Alvart,6.2,"94,201",3 nominations,"Canada, United States",English,"$13,261,851"
High Fidelity,2024.0,R,113.0,"Comedy, Drama, Music",7.4,79.0,Stephen Frears,"John Cusack, Iben Hjejle, Todd Louiso, Jack Black","190,004","Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.",621,One of the best of all comedies but also a very poignant study of male life,"Having read the very good Nick Hornby novel of the same name I looked forward to ""High Fidelity"" quite a bit, but I never expected it to be as good as it is. This is easily one of the best comedies of all time for its laughs alone - but what separates it from other comedies (particularly new-age ones) is that it's a very poignant multi-layered tale that focuses, primarily, on males - and why we are as we are. Love, life, relationships, music, movies, hobbies, jobs, ticks, ups, downs - everything is here.It's to John Cusack's credit that he took a ""classic"" contemporary novel set in London and transposed it to Chicago - and it works just as well (if not better) than the British version. It shows what a universal story this actually is, if so many people from all over the world can appreciate it, no matter where it is set. What we lose here are the abbreviations such as ""mate,"" ""cos"" and other British expressions - but essentially the story is exactly the same, as is the character of Rob Gordon.Cusack proves his worth here and there isn't a single bad performance in this film, except perhaps for the love interest who tries to sport an American accent and it's quite uneven at times.Jack Black is fantastically funny and reveals once again why he's leagues ahead of other obese comedians like Chris Farley who merely relied on OTT acts and weight for laughs - Black, like John Candy, actually acts and so far in his career has turned out some really good films which is more than can be said for many of his competitors.The script has some very funny one-liners and movie/music in-jokes (I love the ""Evil Dead"" bit - ""Because it's so funny, and violent, it's got a kick-a$$ soundtrack...and it's so violent!"").But at the end of the day what really haunted me (so to speak) about this movie long after I had seen it was the fact that it DOES stay with you ages after the credits have stopped rolling. It's poignant and really spot-on in many regards - add that to a film full of flawless performances and great direction and clever ideas and one-liners and jokes, and you've got a top-notch comedic masterpiece that places ""High Fidelity"" in the top ranks of American (and British!) comedy - ""with,"" as the DVD back cover says, ""a bullet."" Highly recommended. 5/5","https://m.media-amazon.com/images/M/MV5BMTgxMTI1ODYyOV5BMl5BanBnXkFtZTYwNjQyOTI3._V1_UY209_CR6,0,140,209_AL_.jpg",2000,R,"Comedy, Drama, Music",113 min,"Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.","John Cusack, Iben Hjejle, Todd Louiso",79,Stephen Frears,7.4,"191,493",Nominated for 1 BAFTA Award3 wins & 22 nominations total,"United Kingdom, United States","English, Danish","$27,287,137"
The Hating Game,2020.0,A,102.0,"Comedy, Romance",6.2,,Peter Hutchings,"Lucy Hale, Austin Stowell, Damon Daunno, Sakina Jaffrey","27,008","Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.",188,Shortcake,"This looks like your typical Hallmark X-mas romance movie.. straight to VHS. But while it's not a Hollywood movie, it is certainly better than anticipated.I expected to find Austin as the stiff male lead that would drag down the charming presence of Lucy Hale.. but both leads make this film together! They work really well off of each other. Their lines and stabs are really enjoyable, and the ""drama"" is not heavy enough to be a bother.Lucy, of course, stands out as the cherry on top of a cake. Her wardrobe is impeccable, and her personality on screen as delightful as Ana de Armas is generally. The movie would not work as well without her.Good coloring, sets and locations. Fast pace, music choices and editing. Nice production.I'm surprised to admit I found this quite fun! More importantly, it is structured beyond competently to let you know where everyone stands during the first 13 minutes. I was impressed and already in it by then. The Romance is a bit... slow and on the side, but ultimately is the foundation of the story. You know what you are in for, and that's exactly what you get. Wouldn't change a thing! Had a nice time, since I was in the mood for it.","https://m.media-amazon.com/images/M/MV5BNDI2MDQzZDAtZmVlZS00MWU1LThkNzUtNjZmZmY3ZDljYjk2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY209_CR0,0,140,209_AL_.jpg",2021,R,"Comedy, Romance",102 min,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.","Lucy Hale, Austin Stowell, Damon Daunno",N/A,Peter Hutchings,6.2,"28,202",2 nominations,"United States, United Kingdom",English,"$5,600"
22 Jump Street,2020.0,A,112.0,"Action, Comedy, Crime",7.0,71.0,Phil Lord,"Christopher Miller, Channing Tatum, Jonah Hill, Ice Cube, Nick Offerman","406,871","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",302,On par with the first one!,"It's pretty easy to review this one. If you liked the first one, you're in for a treat. It holds up to the expectations and plays cleverly with 'being aware' of making basically the same movie again. The good thing about this flick is, that it doesn't take itself too seriously while at the same time delivering a good and fast paced story with quite some surprises and good action. I basically laughed from the first minute up to the (awesome!) end credits! If you like that type of comedy, this one is for you, as it delivers on point and, without a doubt, is the funniest flick this year so far! Jonah Hill and Channing Tatum have a great chemistry and you can see and feel, how they enjoyed doing this movie. Like the first one, 22 Jump Street does a great job observing the different aspects of college life, students and teachers (or professors for that matter). Everyone who's been to college can relate to those stereotypes (e.g. the pseudo intellectuals, the sport jocks, the art students etc.) and directors Phil Lord and Christopher Miller (""The Lego Movie"") do a great job spoofing those clichÃÂ©s while at same time debunk the downsides and shallowness of those groups or college life in general. Verdict: Go see it, if you liked the first one. I can't say if it's better, but it certainly holds up. And I liked the first one pretty much. So there you go...","https://m.media-amazon.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_UY209_CR0,0,140,209_AL_.jpg",2014,R,"Action, Comedy, Crime",112 min,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.","Channing Tatum, Jonah Hill, Ice Cube",71,"Phil Lord, Christopher Miller",7.0,"412,373",7 wins & 25 nominations,United States,"English, Spanish, Ukrainian","$191,719,337"
Hostiles,2020.0,A,134.0,"Drama, Western",7.2,65.0,Scott Cooper,"Scott Shepherd, Rosamund Pike, Ava Cooper, Stella Cooper","95,909","In 1892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.",435,Ultra-PC stereotyping,"This movie presents such a relentlessly politically correct script, that if you aren't attracted by such scripts, you might want to spend your movie bucks elsewhere.Basically, the story amounts to a backward projection of 21st century politics and 21st century stereotypes into a late 19th century setting.There are good things in this movie, to be sure: lovely western depictions, solid cinematography, strong acting performances, and some powerful and tender moments.But the movie is drenched with such incredible, anachronistic dialog and plot lines that the film's good side is simply overwhelmed by the ham-fisted PC story.","https://m.media-amazon.com/images/M/MV5BNjFhZjM4ZDYtMGRjYi00Yzc2LWExYmEtMDQ3NzA4ODU4YTljXkEyXkFqcGdeQXVyNjkwMzU3NDI@._V1_UY209_CR0,0,140,209_AL_.jpg",2017,R,"Drama, Western",134 min,"In 1892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.","Scott Shepherd, Rosamund Pike, Ava Cooper",65,Scott Cooper,7.2,"97,678",4 wins & 7 nominations,United States,"English, Cheyenne, French","$29,819,114"
Parthenope,2020.0,,136.0,"Drama, Fantasy",,,Paolo Sorrentino,"Gary Oldman, Stefania Sandrelli, Luisa Ranieri, Francesca Romana Bergamo",,Partenope is a woman who bears the name of her city. Is she a siren or a myth?,0,,,"https://m.media-amazon.com/images/M/MV5BZWJlYWIzZmUtOTE2YS00YzljLWFjM2UtMTk0ZjZkNjUyM2U5XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_UY209_CR3,0,140,209_AL_.jpg",2024,N/A,"Drama, Fantasy",136 min,Partenope is a woman who bears the name of her city. Is she a siren or a myth?,"Gary Oldman, Stefania Sandrelli, Luisa Ranieri",N/A,Paolo Sorrentino,6.3,189,1 nomination,"Italy, France","Italian, Neapolitan",N/A
Alvin and the Chipmunks,2020.0,U,92.0,"Adventure, Comedy, Family",5.2,39.0,Tim Hill,"Jason Lee, Ross Bagdasarian Jr., Janice Karman, David Cross","95,033",Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.,147,After 50 years Alvin still has it,"(Synopsis) Three chipmunk brothers, Alvin, Simon, and Theodore are living their lives in the forest storing nuts away for the winter when one day their tree is cut down and carried off into the city to become a Christmas tree. They must find a new home and they end up at Dave's house. The only thing that makes them different is that they can talk and even sing. Dave Seville (Jason Lee) is a struggling song writer who has a great idea about making the chipmunks a new show act, singing his songs. The only thing is that you must remember is that they are chipmunks and they act like chipmunks by tearing up Dave's house and interrupting his love life. However, they also begin to bond as a family with Dave becoming like a Dad. The chipmunks become a big hit and superstars with cute voices and fancy dance moves. The record company executive Ian (David Cross) sees big money in his future and takes over the act and pushes Dave to the side. Dave must try to save his little family before they becomes a show biz disaster.(My Comment) I enjoyed this movie because it brought back good memories. I can't believe that their first song was recorded 50 years ago. They have that certain sound that just makes you smile when you hear them. You recognize their sound immediately. The animated characters of Alvin, Simon, and Theodore are lovable now as they were 50 years ago. I always liked it when Dave would scream the name of ""Aaaaalviiiiiiiinnnnnnnnnnn!!!"" and Alvin would say ""OooooK!!!"" Those two words just make you smile. Children of all ages can see this movie without any problem. I am sure that all the parents will like it, and I know your child will, because it is a fun movie. (20th Century Fox, Run Time 1:30, Rated PG) (8/10)","https://m.media-amazon.com/images/M/MV5BMjdmNWY4MjItMjBiMi00MWNiLWI0ZjctYzBjZmEzOGRmNTc5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg",2007,PG,"Adventure, Comedy, Family",92 min,Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.,"Jason Lee, Ross Bagdasarian Jr., Janice Karman",39,Tim Hill,5.2,"96,724",4 wins & 2 nominations,United States,"English, French, Spanish, Japanese","$217,326,974"
Red Dragon,2020.0,A,124.0,"Crime, Drama, Thriller",7.2,60.0,Brett Ratner,"Anthony Hopkins, Edward Norton, Ralph Fiennes, Harvey Keitel","291,295","A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.",764,"Not as good as ""SILENCE..."", but better than ""HANNIBAL"".","Only having seen ""Manhunter"" once, years ago, and not remembering much about it, I won't attempt to compare that film to it's remake, ""Red Dragon"". I've also never read any of the Thomas Harris novels that they are based on, so I won't compare them to the books either. But I will compare it to the other, more recent films in the Hannibal Lecter series, ""Silence of the Lambs"" and ""Hannibal"".I think most would agree that, ""Silence..."" is a classic. It's one of those movies where everything came together beautifully. The director, the actors, the story, etc. It's to serial killer, suspense films as ""The Godfather"" is to mafia movies. I feel the only other movie of it's type to have even come close after ""Silence of the Lambs""' release was ""Se7en"" with Morgan Freeman & Brad Pitt. So, it was with a lot of disappointment that I left the theater after seeing the long awaited sequel to ""SOTL"",  ""Hannibal"". Jodie Foster didn't return to play the part of Clarice Starling, Jonathon Demme didn't direct, and worst of all, Sir Anthony Hopkins' portrayal of Dr. Hannibal ""The Cannibal"" Lecter was almost cartoonish. On top of that, the film was just ""ugly"". It felt nastier and dirtier than it's predecessor. More concerned with gore and blood than telling a decent story.Well, I'm happy to report that ""Red Dragon"" has put the series back on track. This time around, Hopkins plays Hannibal, more as we first remember seeing him in ""SOTL"". meaning more subtlety and slyness and less of the scenery chewing and over-acting that went on in ""Hannibal"". Edward Norton is just fine as FBI agent, Will Graham, who puts Lecter behind bars and then comes out of retirement to help solve the case of ""The Tooth Fairy"". Ralph Fiennes gives a very creepy and effective performance as Francis Dolarhyde, so good is he IMHO, that I expect him to get an Oscar nomination for best supporting actor next year. It helps that his character is more fleshed out, pardon the pun, than Ted Levine's serial killer in ""SOTL"".The director, Brett Ratner, has done a fine job of ending, (hopefully), this series on a high note. I say, hopefully, because as much as I enjoyed ""SOTL"" and now, ""Red Dragon"", one more trip to this well, will probably produce nothing but mud.The only thing that stands in the way of higher praise on my part, is that it's a sequel, er prequel, to a well loved and admired film. We've seen some of these characters and situations before. The meetings between Graham and Lecter are good, but they don't enthrall me the way they did between Starling and Lecter. All in all, a  fine job on everyone's part. It may not be as groundbreaking as the original ""SOTL"", but it has helped to wash away the ""bad taste"", sorry, left behind by ""Hannibal"".","https://m.media-amazon.com/images/M/MV5BOTAwZDI1OTctN2Q5YS00OGNiLWIyMmUtYWM4ZGFjYWYyYzJjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UY209_CR0,0,140,209_AL_.jpg",2002,R,"Crime, Drama, Thriller",124 min,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.","Anthony Hopkins, Edward Norton, Ralph Fiennes",60,Brett Ratner,7.2,"295,528",4 wins & 10 nominations,"Germany, United States","English, French","$93,149,898"
Out of Sight,2020.0,UA,123.0,"Comedy, Crime, Drama",7.0,84.0,Steven Soderbergh,"George Clooney, Jennifer Lopez, Ving Rhames, Steve Zahn","99,484","A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.",324,Good Little Movie,"Ah, 1998ÃÂ Bill Clinton was still in the White House, the Gulf War had no sequel, gas was under $2.00 a gallon, and a kinda-known actress was in her pre-J. Lo/Jenny from the Block/Bennifer/media whore phase.Back when she used to have a little (now she has a lot), Jennifer Lopez was actually enjoyable in Steven Soderbergh's 'Out of Sight.' I saw this in the theater when it came out and remember thinking it was one of the better films I'd seen that year. I watched it again last night on DVD, and I have to say that it still holds up. Clooney is finally given a worthy vehicle, and he and Lopez have actual, undeniable chemistry on the screen. The supporting players (especially the incomparable Don Cheadle) are perfectly cast. Soderbergh effortlessly knocks this one out of the park.One critic gave the film two and a half out of four stars and claimed 'Out of Sight' was in need of a 'shot of adrenaline,' but I have no idea where he's coming from. When you think of all the bad movies that are released in any given year, you'd think you'd appreciate something like this.","https://m.media-amazon.com/images/M/MV5BYWExMWM5ZjYtMWZmZC00YjFjLTkzMjEtNzEyNDBmMGJhYWJiXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UX140_CR0,0,140,209_AL_.jpg",1998,R,"Comedy, Crime, Drama",123 min,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.","George Clooney, Jennifer Lopez, Ving Rhames",85,Steven Soderbergh,7.0,"100,465",Nominated for 2 Oscars. 13 wins & 15 nominations total,United States,"English, Spanish","$37,562,568"
This Is Spinal Tap,2020.0,,82.0,"Comedy, Music",7.9,92.0,Rob Reiner,"Rob Reiner, Michael McKean, Christopher Guest, Kimberly Stringer","147,520","Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",364,"Still the funniest rock'n'roll movie ever, and one of the best DVDs on the market.","'This Is Spinal Tap' has been part of my life for so many years that it's hard to remember a time when I hadn't seen it. Having recently bought it on DVD and rewatched it for the nth time I was once again struck and just how clever and amusing this movie is. Christopher Guest and friends are not only very talented comedians with an amazing ability to improvise, but they know their music, and this is the real strength of the movie. Even though I have almost memorized every scene and joke it's STILL funny to me no matter how many times I watch it. Not only is the movie itself a classic, but the DVD is one of the best buys around with plenty of extras, deleted scenes, many as good as those chosen, and best of all a hilarious commentary by Tufnel, St Hubbins and Smalls which is even funnier than the movie itself. In fact it's the most entertaining DVD commentary track I've heard to date. This movie is a comedy classic, and easily the sharpest rock'n'roll parody ever made. If you haven't seen it before you're in for a treat! Absolutely essential viewing for all rock'n'roll fans, metal or otherwise!","https://m.media-amazon.com/images/M/MV5BMTQ2MTIzMzg5Nl5BMl5BanBnXkFtZTgwOTc5NDI1MDE@._V1_UX140_CR0,0,140,209_AL_.jpg",1984,R,"Comedy, Music",82 min,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.","Rob Reiner, Michael McKean, Christopher Guest",92,Rob Reiner,7.9,"148,977",3 wins & 2 nominations,United States,"English, Japanese","$4,736,202"
Don't Tell Mom the Babysitter's Dead,2020.0,,102.0,Comedy,6.3,35.0,Stephen Herek,"Christina Applegate, Joanna Cassidy, John Getz, Josh Charles","38,113",Five siblings are left alone all summer when their mom leaves town and the evil babysitter bites the dust.,95,Really stupid but I LOVED it!,"OK the premise is dumb--A mom is going on vacation to Australia for two months. She has five children and leaves them with a tyrannical babysitter. The babysitter dies (of natural causes) within the first 15 minutes and the kids basically have to live alone all summer...but need money for food. The oldest one is 17 year old Sue Ellen (Christina Applegate)and she easily gets an executive position (just like real life, right?) at a fashion agency and, naturally, is incredible at her job. And her brothers and sisters learn values from her example...Sounds horrible, but it's well-acted (especially Applegate and a drop dead gorgeous Joanna Cassidy), it moves quickly, is very funny, has a great soundtrack of new AND old songs and I enjoyed every minute of it! Not a great movie by any means, but if you can turn off your brain for 2 hours, you'll really enjoy it!","https://m.media-amazon.com/images/M/MV5BY2RhNWNlMzctMjQzNi00M2M5LTk5MjYtMWU0MjQ0Nzk0MDQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",1991,PG-13,Comedy,102 min,Five siblings are left alone all summer when their mom leaves town and the evil babysitter bites the dust.,"Christina Applegate, Joanna Cassidy, John Getz",35,Stephen Herek,6.3,"38,795",4 nominations,United States,English,"$25,196,249"
Sight,2020.0,PG-13,100.0,"Biography, Drama, History",7.8,,Andrew Hyatt,"Fionnula Flanagan, Greg Kinnear, Terry Chen, Ben Wang",33,"When a blind orphan arrives in his waiting room seeking a miracle, a world-renowned eye surgeon must confront his past-and draw on the resilience he gained growing up in China during the Cultural Revolution-to try to restore her sight.",0,,,"https://m.media-amazon.com/images/M/MV5BMDA4OTYxZDEtZDY5OC00NjE2LTg0MTgtMzdmNDFmZGZhOGVjXkEyXkFqcGdeQXVyMTI1NTc0MTA0._V1_UY209_CR0,0,140,209_AL_.jpg",2023,PG-13,"Biography, Drama, History",103 min,"When a blind orphan arrives in his waiting room seeking a miracle, a world-renowned eye surgeon must confront his past--and draw on the resilience he gained growing up in China during the Cultural Revolution--to try to restore her...","Terry Chen, Greg Kinnear, Natasha Mumba",N/A,Andrew Hyatt,6.7,"1,389",5 wins & 3 nominations,United States,English,"$7,206,741"
Akira,2020.0,Not Rated,124.0,"Animation, Action, Drama",8.0,68.0,Katsuhiro ÃÂtomo,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, TesshÃÂ´ Genda","205,714","A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.",521,Landmark Japanese animation that opens boundaries and minds.,"'Akira' is an astonishingly influential film, easily as much so as cinema's touchstones Citizen Kane and Pulp Fiction. Its impact is made more difficult to judge, though, given that it was made more than sixteen years ago, and didn't make an initial impact outside of Japan. Oddly, this made its influence even more profound, benefiting from 'word of mouth' and the influx of cheap VHS at the end of the Eighties. It's also gained enough of a following to warrant being digitally remastered, at a cost of over US$1 million, as a 'Special Edition,' which I am basing these comments on.Rather than suffering the humiliation of being advertised, Akira filtered, like a software virus, into the bedrooms of what would become Generation X. Hollywood began to sit up and pay attention after teens began abandoning the pap of the day like Last Action Hero, and started seeking out something different, dissident, and Akira finally had its audience. Japanese animation now has a firm presence in our media, and so many paths lead back to the cultural genesis of Akira. Finally, its role in the history of film was cemented with the release of last year's mega-hit, the Wachowski brothers' The Matrix. Without Akira, there is no Matrix, and with no Matrix, you have to wonder how very different Western cinema would be today.So what is Akira? It's a Japanese animated film, an adaptation of 2,000 pages worth of graphic novel by Katsuhiro Otomo and set in the futuristic world of Neo-Tokyo. Rebuilt from the ashes of World War 3, it's a technological dream of neon, computers and soaring science, mated to the social nightmare of corrupt politicians, a rampant military and an oppressed working class. Add to this the rise of a powerful breed of psychics (or 'psionics') capable of various degrees of telepathy and telekinesis, and somehow linked to a top secret military project known as Akira, and Neo-Tokyo seems ready to explode. You can almost feel the heat, the sweat, and the grime, courtesy of the borderline-masochistic attention to detail in every frame of every scene of animation.Akira is all about hyper-reality, which later became known as bullet time. Animation, and more importantly imagination, allows impossibly kinetic and 'free' camera movement. The style rams home every car crash, explosion and death defying stunt. It's not the easiest film to watch in one sitting, nor indeed, at all, but you'll come away knowing where the inspiration behind so many late Nineties blockbusters came from. More importantly, you'll appreciate how mediums come to influence other mediums, and barriers such as language and culture can be hurdled with ease.It's not just an action-fest either. The main arc of the story is that of Tetsuo, who begins developing psychic powers but doesn't understand what is happening to him or the responsibilities that come with such godlike power. This opens the door to some genuinely moving scenes of film-making endeavour and artistic triumph, as Tetsuo wonders if he is losing his mind and eventually lashes out against anyone and everyone. The standout scene in the whole film, for me, should be mentioned about here. Whilst under observation in a hospital bed, Tetsuo hallucinates being attacked by childhood toys. Dreams and reality are folded into each other and so it remains for much of the rest of the film. Horizons peel away and reality itself seems to disintegrate, fragment after animated fragment, as Tetsuo battles his way to downtown Neo-Tokyo and prepares to face Akira, whatever that may mean.The only other character developed to this level is his best friend Kaneda, who in a number of small, well-judged scenes, comes across as bright, breezy, confident and heroic, and on hand to reason with Tetsuo. No matter what point Tetsuo's powers escalate to, and no matter how much he is wanted by the police and the military, Kaneda just wants his old friend back, and it is this hope of redemption which gives the film its emotional backbone.Other strengths include the intelligent use of sound. A minimum of scoring is used: mostly Japanese drums and percussion, and some voices during dramatic parts. More interesting is the use of silence, absolute flat silence, during key moments. It fits in very well with the themes of psychic/telepathic powers, and in a more general way, the vivid hyper-reality of the film's delivery. Put it this way - when you dream, you dream in a silence of implied words, and Akira knows this too.I thought the dialogue was excellent too. The street kids have catchy and sardonic street lingo (""Tetsuo's our friend! If anyone's going to kill him, it should be us!"") The military are represented by a titanic general whose lines have gained a certain amount of hilarity during translation (""You hedonistic fools! Can't you see it is utterly pointless to fight each other!"") I found myself eagerly awaiting the next punchy exchange between players, which is something that Hollywood has been missing recently. In seven out of ten films I see, the dialogue is truly awful. How difficult can it be to get two people to talk naturally? 'Akira' is not for everyone. In the first twenty minutes we have strong language, an attempted rape and the kinetic carnage of a fight between rival biker gangs. Some will simply not tolerate this in an animated movie which is, despite all efforts, going to be viewed by younger children. Even if you can stomach the unsavoury content, you might be beaten by the sheer oddness of Japanese culture. (They certainly have an unhealthy obsession with seeing Tokyo laid to waste.) But if you can skip over these points and see the overall genius of Akira, you may just appreciate Akira's place on the pantheon of modern culture.","https://m.media-amazon.com/images/M/MV5BNjFmNWYzZjMtYWIyZi00NDVmLWIxY2EtN2RiMjZiMDk4MzcyXkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_UY209_CR3,0,140,209_AL_.jpg",1988,R,"Animation, Action, Drama",124 min,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.","Mitsuo Iwata, Nozomu Sasaki, Mami Koyama",67,Katsuhiro Ôtomo,8.0,"208,431",1 win,Japan,Japanese,"$553,171"
Jack Reacher: Never Go Back,2020.0,UA,118.0,"Action, Crime, Drama",6.1,47.0,Edward Zwick,"Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper","175,648",Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name while on the run as a fugitive from the law.,349,I wanted to walk out early,"My wife convinced me to go, even though i didn't not much like the first Jack Reacher movie. I do like Tom cruise in general though.The plot is very generic, i mean like we haven't seen something oh so very similar a thousand times. No surprises along the way.The action was extremely poor, Jack and his sidekick consistently not carrying weapons even though their opponents are and even when they beat down their opponents (who have guns) they don't then pick up the gun and take it with them (ok maybe they did once). There was a scene where Jack is fighting the professional killer, The dialog was boringly average, as if to just stretch out the movie, most of it not really having much to do with the plot or moving the movie along.The girl is hyper annoying, keeps getting into trouble, Jack has to save her yadda yadda yadda, except if Jack had acted as smart as he is supposed to be, he would have made sure she didn't get into said trouble in first place.Worst movie i have been to in quite a while.","https://m.media-amazon.com/images/M/MV5BMTA2MDIwNzAyNzReQTJeQWpwZ15BbWU4MDAxNjI5Njkx._V1_UX140_CR0,0,140,209_AL_.jpg",2016,PG-13,"Action, Crime, Drama",118 min,Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name while on the run as a fugitive from the law.,"Tom Cruise, Cobie Smulders, Aldis Hodge",47,Edward Zwick,6.1,"180,321",1 win,"China, United States","English, Ukrainian","$58,697,076"
