"Title","Year","Certificate","Duration","Genre","Rating","Metascore","Director","Cast","Votes","Description","Review_Count","Review_Title","Review","Poster"
"What Comes Around","1993.0","","85.0","Drama, Mystery, Thriller","5.2","","Amy Redford","Summer Phoenix, Grace Van Dien, Kyle Gallner, Jesse Garcia","1,214","In this immersive thriller directed by Amy Redford, a young love affair becomes a menacing game of cat and mouse. Nothing and no one are as they seem.","12","Makes women look and feel weak","This movie is pretty much rubbish. It portrays not just a young girl being weak by being manipulated by a man but other people much older than her as well (both male and female).I don't want to go into details but every single scene portrays the woman as being clueless, not in control and being weak and succumbing to a man. It's truly sad to watch.What was the point of this film? It's also super pretentious. It makes women (mothers and daughters) look weak and easily controlled which is a false narrative.I will say the acting is very good. But, you got tricked into acting in a film that devalues women.","https://m.media-amazon.com/images/M/MV5BODA1MWJhNGEtNWE5Mi00ZTgwLWIwZTYtZjgxZDA0YmNlN2Y4XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_UY209_CR0,0,140,209_AL_.jpg"
"Hombres de piel dura","1993.0","","96.0","Drama","5.5","","JosÃÂ© Celestino Campusano","Wall Javier, GermÃÂ¡n Tarantino, Claudio Medina, Juan Salmeri","407","JosÃÂ© Celestino Campusano's exploration of sex, power and ecclesiastical abuse in Argentine society is a complex and often confrontational piece of work, posing tough questions without resorting to easy answers.","3","wasted potential, erotic and offensively drab","I had the weirdest hour watching the film as it traverse you to the uncanny and unprecedented chambers of romance and trauma weaved together into a single film. Its one gem lies on how it handled the bitter truths about sexual abuse, acceptance, and homosexual struggle, as well as a working poor on wits end, coercion, or simply being tangled everyday between a rock and a hard place, which makes it so painful because it's true.There was no glamour or stirring scene, but rather dour, unpleasant upbringing attitudes except for the sister, Betina. There were no payoffs especially to the affair he had with Julio (Juan Salmieri). And suffocating chemistry he has with Ramirez, uninteresting main character with generic acting from Ariel (Wall Javier) and most of its minor characters dragging the already drab storyline.The movie came out 2019 but it looks so rustic and frumpish, it felt being in the 90's soap operas of uninteresting slow burn genre with no direction. The plot goes haywire by the second and trivially introduces character that doesn't by any chance glue the film cohesively or make any difference.Personally, the story felt like an old, erotic novel, or an afternoon drama flick series for adults in their 60's that have 600+ episodes that pays more attention to the sex details rather than the life after the sex, of which unfortunately made into a one film. ughhhhhhhhhhhhhhhhhhStory wise? It has potential. Execution? Painful.","https://m.media-amazon.com/images/M/MV5BOGU0NmJlODAtMDY4YS00NmU5LTg5YmUtYjVmYjJmMDM3NmFhXkEyXkFqcGdeQXVyNTg4ODkzODA@._V1_UY209_CR3,0,140,209_AL_.jpg"
"The Man Who Laughs","1993.0","","110.0","Drama, Horror, Mystery","7.6","","Paul Leni","Mary Philbin, Conrad Veidt, Julius Molnar, Olga Baclanova","8,091","When a proud noble refuses to kiss the hand of the despotic King James in 1690, he is cruelly executed and his son surgically disfigured.","71","Pure Classic","A young boy is terribly disfigured by roving gypsies by the order of King James II of England as a punishment to one of his disobeying nobles.  The gypsies carve a permanent smile in the young boy's face and then leave him for dead as they leave for their homeland.  The young boy wanders aimlessly for shelter amidst the cold coastline filled with snow, ruins, and swinging bodies from the hangman's noose in the background.  Here he finds an infant..alive..clutched in the frozen hands of a woman whose husband was hanged.  This was the beginning of The Man Who Laughs...and it was so powerfully filmed that a race of emotions filled me as I watched awe-struck, yet horrified.  Paul Leni directed this great film based on the novel by Victor Hugo.  Conrad Veidt plays the grown Gwynplaine who travels around the English countryside with his adopted parent Ursus the Philosopher and the young Dea, the girl whose life he saved as a baby.  Dea has turned into a blooming young woman, yet blind from her birth. Dea is played very nicely by Mary Philbin, who played in The Phantom of the Opera(1925) in the female lead. The way Leni has the characters interact is very effective.  We can feel the tension in Veidt's character as he submits to the growing pains of love.  We feel his sorrow as he cries through smiles.  The rest of the film involves a royal plot by the queen and her henchman/jester(by the way, Brandon Hurst does a phenomenal job as this cruel heartless jester) to reinstate some royal property to Gwynplaine so he can be married to a duchess that the queen does not like.  The story is pretty good and one can see where it is going early on, but the way Leni creates suspense and pathos overpowers any negative defects.  The acting all around is very strong. This is a powerful film on many levels.  It is an emotional rollercoaster ride through love, hate, despair, joy, and much more.  I laughed; I cried. The best part though was that the film has a marvelous message about perceptions.  Here we have this character Gwynplaine that smiles outwardly and makes people laugh, but he is full of despair.  He cries on the inside. People should not always be taken at face value.   By the way, Bob Kane, the creator of Batman, credits this film and the character of Gywnplaine for his creation of the Joker.  I can see how.  Watch this and the silent version of The Bat in the same evening and you will see what stirred a young Bob Kane's imagination.","https://m.media-amazon.com/images/M/MV5BNWFjMTkwOWYtNWVhOS00ZDMyLTg0NTAtOGZjNjNiNjU5OTYyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Marcello Mio","1993.0","","120.0","Comedy","","","Christophe HonorÃÂ©","Chiara Mastroianni, Catherine Deneuve, Fabrice Luchini, Nicole Garcia","","Chiara is an actress and daughter of Marcello Mastroianni and Catherine Deneuve. One summer, she decides to live like her father. She dresses, speaks, and breathes like him with such conviction that others start calling her ""Marcello"".","0","","","https://m.media-amazon.com/images/M/MV5BNjliMGMyNTYtY2VjMi00MWVlLWJhM2UtZGVkODczZTIyOGFkXkEyXkFqcGdeQXVyODY0MDQ3NTI@._V1_UY209_CR7,0,140,209_AL_.jpg"
"The Deepest Breath","1993.0","PG","108.0","Documentary, Adventure, Sport","7.7","69.0","Laura McGann","Alessia Zecchini, Stephen Keenan, Leigh Baker, Mahmoud Barracuda","14,719","A champion and expert safety diver seemed destined for one another. Despite different paths taken, they meet at the pinnacle of the free-diving world, experiencing the thrilling rewards and inescapable risks of chasing dreams through the depths of the ocean.","22","Just why???","I just don't get itWhat is the point? What are these people trying to prove?Insecurity? Ego? Inferiority complex?What is the purpose of all this if you are going to shorten your life in half and die in the process?To have your name written in a records book that nobody cares?Imagine having one single opportunity of living your life on planet earthImagine being able to live a long and healthy life full of experiencesImagine being able to become a parentNow imagine throwing all of this away and cease to exist in the dumbest wayFor what really??A complete disrespect for life. What a waste and how sad.","https://m.media-amazon.com/images/M/MV5BN2EzYmM0ODgtNjk0OC00MDVjLWIzYmYtMThjNGQxOTA5ODc3XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_UY209_CR0,0,140,209_AL_.jpg"
"Black Moon Rising","1993.0","A","100.0","Action, Crime, Thriller","5.5","53.0","Harley Cokeliss","Tommy Lee Jones, Linda Hamilton, Robert Vaughn, Richard Jaeckel","6,632","A thief, Quint, is hired by the Justice Department to steal incriminating tapes from a corrupt corporation. The tapes vanish when Quint hides them in the back of a hydrodynamic powered racing car that is stolen by a hot car ring.","42","Entertaining action - plus!","No Tommy Lee Jones fan should miss this outing. While it's not great cinema, it IS great fun. The action is top-notch and the characters are appealing. The relationship between Jones and Hamilton is surprising well-balanced for an 80s action film and some of the lines are definitely ones to put in the memory bank and quote. It has a bit of everything for a fun rent (or purchase) - action, romance, coldly wicked villains, a flawed hero, a strong heroine, humor and a bit of pathos. (Watch the emotions play across Jones' face in his conversation with Keenan Wynn.) It's a favorite in my circle of film fans.","https://m.media-amazon.com/images/M/MV5BYjcxYTc4MzYtOTk1Ni00MTQxLThkYjQtMjk1YTcwNzAzMzllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Ai no mukidashi","1993.0","","237.0","Action, Comedy, Drama","8.0","78.0","Sion Sono","Takahiro Nishijima, Hikari Mitsushima, Sakura AndÃÂ´, Yutaka Shimizu","15,946","A bizarre love triangle forms between a young Catholic upskirt photographer, a misandric girl and a manipulative cultist.","63","Imagine the perfect movie","Imagine the perfect movie, and there will never be a better one after that. I saw ""Love Exposure"" today at the Nippon Connection Film Festival in Frankfurt. It's a masterpiece. The best 4 hours of cinema I have ever seen. It's so heartbreaking, my knees are still shaking and I have to say, I cried like a Baby at the End. Forget everything you've ever seen before and go on a ride you will never forget. Sion Sono is a goddamn genius. And the best about it, it's not a second to long. On the contrary, the movie cut is very fast. I hope Rapid Eye Movies will release a uncut DVD and Blu-ray version in Germany. It's very rare you feel those magic moments in cinema these days.Wolfgang","https://m.media-amazon.com/images/M/MV5BZmI5Y2UyZWMtY2FjYy00MzZiLTgwYjUtMzZiM2RiMDRjNTZkXkEyXkFqcGdeQXVyMjYzMDI3OTY@._V1_UX140_CR0,0,140,209_AL_.jpg"
"The X Files: I Want to Believe","1993.0","A","104.0","Crime, Drama, Horror","5.9","47.0","Chris Carter","David Duchovny, Gillian Anderson, Billy Connolly, Amanda Peet","94,056","Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.","297","Not as bad as people are making it out to be","Honestly, I thought this was a good film. I'll even go so far as to say a great film. I really think that Chris Carter, David Duchovny, and Gillian Anderson delivered what they had promised to. All along, throughout the post-production and press campaign we've been told that this is a creepy story with Mulder and Scully's relationship at its core. Well, that's what it is ... plain and simple. I really think that all the negativity and people's harsh reviews are from false and hyped up expectations of what this movie is supposed to be. If anything, you should just try to walk into the theatre with an open mind.But I almost think some people who reviewed this film, saw a different film than I did ...1. I read a review in which the person said Gillian Anderson's acting was awful. That is false. It is quite the contrary. Gillian Anderson is probably one of the strongest aspects of this movie. Every time she's in a scene, you're captivated.2. I had read that Mulder and Scully don't show up in the film until 45 minutes into it. False. Scully appears in the 3rd scene - so what? no more than 7 minutes? - and Mulder directly follows.3. Someone complained about an irrelevant and torturously long scene where Mulder fills up his gas tank. This doesn't happen. He goes to a gas station, gets out of his car, and goes into a store.4. Lastly, it was rumored that the actors where flubbing up their lines all the time. Okay, even if they did, that wouldn't end up in the final film. Obviously they do multiple takes for a reason. The lines are solid.This movie is not boring. The surprises are there. It may not be scary in a 'horror film' sort of way where things are jumping out at you every 2 seconds, but it is scary. The acting is amazing. Gillian Anderson on her own is a joy to watch, but when you put her in a scene with David it's either going to break your heart or melt it. The supporting cast won't let you down, and neither will the storyline. It's not paranormal in the sense of freaks and monsters, but religion and God. It's very much in the fashion of ""All Things""; seeing the signs and following them. Finally, it is just excellently put together. Whoever edited this film did a phenomenal job! The inter-cutting and juxtaposition was out of this world.GIVE IT A CHANCE, FOLKS.","https://m.media-amazon.com/images/M/MV5BOTk5MThhOTQtZTY5OC00MzgwLWE4MTctNTI4OGEwNjU3YTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR6,0,140,209_AL_.jpg"
"The Jewel of the Nile","1993.0","U","106.0","Action, Adventure, Comedy","6.1","53.0","Lewis Teague","Michael Douglas, Kathleen Turner, Danny DeVito, Spyros Fokas","62,574","When Joan Wilder is abducted while on a trip along the Nile, her boyfriend, Jack Colton, and pal Ralph rush to rescue her and retrieve a fabled jewel.","94","Great replay value","There are two kinds of good movies: The movies that, because of one or more characteristics, win grammys, oscars, and much lauding by critics. Gladiator comes to mind. Great cinematography, plot, acting.Then, there are movies, that, although they don't win critical acclaim, seem to find their way onto my TV much more than an oscar-winner. Princess Bride is a good one. Timothy Dalton's bid for a James Bond movie as well. And Jewel of the Nile.Jewel of the Nile is not a stellar specimen of a film in any way. There are movies that are better filmed, better acted, better scripted, ones that don't have as many plot holes, whatever the comparison. It doesn't leave you in a state of deep pondering or leave you not wanting to go to bed for fear of your life. But it is a movie that I, and my family, put in when we want to watch something light, uninvolved, comical, and with actors we like to see. It's something to watch on a Sunday afternoon, over whatever sorry excuse for lunch I decide to have, and to go to sleep on the couch to. It's a good movie to put in and listen to while doing housework, homework, or another activity. It is full of great one-liners that find their way into conversation as well as a severe cheesiness factor in some parts(which isn't a bad thing).Bottom line, I guess, is this: You will find movies that are of superior quality to this one. Ones that you will feel outweigh this one in every single way. All the same, I would highly recommend adding this movie to your cabinet (but purchase and view Romancing the Stone first) because every once in a while, you'll come back to the Nile.","https://m.media-amazon.com/images/M/MV5BOWI5ZDYyZGUtNjBjZS00OWZmLTg2YjYtMzZhMjg3NjQ5MzVlXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Sweetland","1993.0","","105.0","Drama","9.0","","Christian Sparkes","Mark Lewis Jones, Sara Canning, Mary Walsh, Lawrence Barry","31","The story of an endangered Newfoundland community and the struggles of one man determined to resist its extinction.","0","","","https://m.media-amazon.com/images/M/MV5BMDc1YmE5YjAtNGJlZS00N2FkLWFlZmEtYmNhNjMzNzg4M2U0XkEyXkFqcGdeQXVyMjg3NzM3ODU@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Boomerang","1993.0","A","117.0","Comedy, Drama, Romance","5.6","45.0","Reginald Hudlin","Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier","31,418","A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.","62","characteristic of Murphy's low period","As Eddie Murphy may win an Oscar tomorrow night, it's surprising that he once starred in movies like this (then again, things mostly haven't changed much, as ""Norbit"" is supposed to be pretty terrible). ""Boomerang"" has got to be one of the poorest excuses for a movie that I've ever seen. It's just another movie where Eddie Murphy plays a successful man looking for a way to bed a beautiful woman. Otherwise, almost nothing happens in it. It was so bad that I didn't even bother to watch the whole thing, and usually I'm very patient with movies (I even watched a stinker like ""Town & Country"" the whole way through). I don't care that this movie gave David Alan Grier, Martin Lawrence and Chris Rock early appearances, or that Grace Jones actually manages to elicit a few giggles. You will do FAR BETTER to just avoid this movie at all costs.","https://m.media-amazon.com/images/M/MV5BZDZmZDU5MGYtMTU3YS00NDczLWJmOTQtOTdlODk2NmMxZjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg"
"The End of the Affair","1993.0","U","102.0","Drama, Romance","7.0","65.0","Neil Jordan","Ralph Fiennes, Julianne Moore, Stephen Rea, Heather-Jay Jones","23,966","A desperate man tries to find out why his beloved left him years ago.","151","beautiful romantic film","One of the great joys in movie watching lies in stumbling across films that, by their very nature, should be nothing more than clichÃÂ©d, hackneyed versions of stories we have seen a thousand times before yet, somehow, through the insightfulness of their creators, manage to illuminate those tales in ways that are wholly new and unexpected.  Such is the case with Neil Jordan's `The End of the Affair,' a film that in its bare boned outlining would promise to be nothing more than a conventional, three-handkerchief weepie centered around the hoary issue of romantic infidelity, but which emerges, instead, as a beautiful and moving meditation on the overwhelming force jealousy, love, commitment and passion can exert on our lives.Ralph Fiennes stars as Maurice Bendrix, a British writer living in 1940's London, who has an affair with Sarah Miles (Julianne Moore), the wife of Maurice's friend, Henry (Stephen Rea).  Based on a Graham Greene novel, the film achieves far greater intellectual and emotional depth than this skeletal outline would indicate.  Part of the success rests in the fact that both the original author and the adapter, writer/director Neil Jordan, have devised a multi-level scenario that utilizes a number of narrative techniques as the means of revealing crucial information to the audience regarding both the plot and the characters.  For instance, the film travels fluidly back and forth in time, spanning the decade of the 1940's, from the initial meeting between Bendrix and Sarah in 1939, through the horrendous bombings of London during World War II to the `present' time of the post-war British world.  This allows the authors to reveal the details of the affair slowly, enhanced by the even more striking technique of having the events viewed from the entirely different viewpoints of the two main characters involved.  `Rashomon' ÃÂ like, we first see the affair through the prism of Bendrix's limited perspective, only to discover, after he has confiscated Sarah's diary, that he (and consequently we) have been utterly mistaken as to the personal attributes and moral quality of Sarah all along.  Thus, as an added irony, Bendrix discovers that he has been obsessing over a woman he `loves' but, in reality, knows little about.The authors also enhance the depth of the story through their examination of TWO men struggling with their overwhelming jealousy for the same woman and the complex inter-relationships that are set up as a result.  In fact, the chief distinction of this film is the way it manages to lay bare the souls of all three of these fascinating characters, making them complex, enigmatic and three-dimensional human beings with which, in their universality, we can all identify.  Bendrix struggles with his raging romantic passions, his obsessive jealousy for the woman he can't possess and his lack of belief in God, the last of which faces its ultimate challenge at the end.  Sarah struggles with the lack of passion she finds in the man she has married but cannot love as more than a friend, juxtaposed to the intense love she feels for this man she knows she can never fully have.  In addition, she finds herself strangely faithful, if not to the two men in her life, at least to two crucial commitments (one to her wedding vows and one to God) yet unable to fully understand why.  Henry struggles with his inadequacies as a lover and the strange possessiveness that nevertheless holds sway over him.  Even the minor characters are fascinating.  Particularly intriguing is the private investigator who becomes strangely enmeshed in the entire business as both Bendrix and Henry set him out to record Sarah's activities and whereabouts, a man full of compassion for the people whom he is, by the nature of his profession, supposed to view from a position of coldhearted objectivity.  (One plot flaw does, however, show up here:  why would this man, whose job it is to spy on unsuspecting people for his clients, employ a boy to help him who sports a very distinctive birthmark on one side of his face?).`The End of the Affair' would not be the noteworthy triumph it is without the stellar, subtly nuanced   performances of its three main stars.  In addition, as director, Jordan, especially in the second half, achieves a lyricism rare in modern filmmaking.  Through a fluidly gliding camera and a mesmerizing musical score, Jordan lifts the film almost to the level of cinematic poetry as we sit transfixed by the emotional richness and romantic purity of the experience.  `The End of the Affair' takes its place alongside `Brief Encounter' and `Two For the Road' as one of the very best studies of a romantic relationship ever put on film.","https://m.media-amazon.com/images/M/MV5BYzhkNDRkMDctYTcxMy00MTI3LWI5ODQtZWNkYWQ2ZjA2ZDk2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Zabriskie Point","1993.0","A","113.0","Drama","6.9","","Michelangelo Antonioni","Mark Frechette, Daria Halprin, Paul Fix, G.D. Spradlin","17,178","At a time of chronic civil unrest in late 1960s America, a young idealist and an anthropology student cross paths at Zabriskie Point in Death Valley, California. They start an unrestrained relationship by making love on the dusty terrain.","90","Beautifully misunderstood...","Antonioni really showed some 'cojones' when he had this movie made. He went to America working under a contract from the most lavish studio (MGM) and he made the most damning portrait of American society i've ever seen. Having seen LA first hand this is the most accurate portrayal of the crowded, overheated and impersonal city. If only Antonioni had met Bill Hicks...The subsequent burial by the studio is understandable, after such a whopping investment and dismal return. It is sad that people don't get to see this film any more as i believe Antonioni has been proved right. Here he predicts the end of the hippie/civil rights movement in the politics of America. Everyone is much more interested in what goes into their pockets and the relentless expansion of living space into the inhospitable (yet beautiful) desert and beyond. How i would love to see interest in this film re-kindled and a lavish DVD release.I beseech people to watch Zabriskie Point with an open mind and an open heart. We have a genuinely unique film commenting on a turning point in the history of the most powerful nation on the planet, and we have forgotten about it.An unexpected gem.","https://m.media-amazon.com/images/M/MV5BNWRjNjhmYTItYzZkNC00ZTU3LWI4ZDMtYjQyYjE1Yjk3ZmQzXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Geugjangpan Syupeo Wingseu: Maegsimeom Seupideu","1993.0","","89.0","Animation, Action, Adventure","7.4","","Xiaoqing Cai","Cai Dongqing, Zhang JiaQi, Youxuan Wu, Yi-Pei He, Lifeng Lu","58","Sky, the fastest aircraft in the world, is defending the earth from the toy evil. People can receive dreams and hope from the sky faster than from anyone else.","0","","","https://m.media-amazon.com/images/M/MV5BNDYwZTFhY2MtZTU5OS00NDYxLWE1MzEtZTI1MDY0MGYxNzdjXkEyXkFqcGdeQXVyNDM1ODc2NzE@._V1_UY209_CR3,0,140,209_AL_.jpg"
"Bad Boy Bubby","1993.0","","114.0","Comedy, Crime, Drama","7.3","","Rolf de Heer","Nicholas Hope, Claire Benito, Ralph Cotterill, Syd Brisbane","15,053","Bubby has spent thirty years trapped in the same small room, tricked by his mother. One day, he manages to escape and, deranged and naive in equal measures, his adventure into a modern and nihilistic life begins.","91","Crazy, insane, black, funny, terrifying, weird, SUPERB.","This film changed my life. No, really. It was a Friday night, and the parents were away. I was on my own in front of the television, and Channel 4 (UK + Irish viewers will know of it) was showing Bad Boy Bubby as part of some cult film season. Well, to cut a long story short, I was glued to the screen for the duration of the film (I drooled and stared at it during the commercial breaks) and when it was over, I realised that the dinner was entirely burnt. Not a particularly relevant story, you may think, but note that the television was IN THE KITCHEN, mere feet from the oven. That's how good this film is. It features possibly the greatest crazy monologue ever committed to celluloid (the pub/microphone scene), two of the most disturbing murders in any movie I've seen (and I've seen thousands), one of the most unsettling relationships I've seen, and an unbelievable central performance. This film is darker than dark, and stranger than Eraserhead. Just as Bubby is on his own throughout the film, so is the viewer. Alone, confused and disturbed beyond words.And I've never thought of the Salvation Army in the same way since.10/10","https://m.media-amazon.com/images/M/MV5BYWIzNzNkZjEtNGRiMi00MDZiLTk3NzAtZWNhZTRjZTI3ZGM5XkEyXkFqcGdeQXVyMTY1MTcxMzc@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Sapta Sagaradaache Ello: Side A","1993.0","UA","142.0","Drama, Romance","8.2","","Hemanth M. Rao","Rakshit Shetty, Rukmini Vasanth, Chaithra J. Achar, Avinash","7,334","Manu and Priya hail from a middle-class background and fall in love. When circumstances land Manu in jail, his relationship with Priya is put in jeopardy.","82","Slow Nightmare","Extremely slow and torturous. A desperate attempt to split the story into two movies when there is no real content for 6 hours. The movie never took off. Very disappointed. The love story is plain and the reasoning for a lot of actions is very weak. The story only begins at the climax and everything is just a drag till then. A desperate attempt to make the viewers come back to the second part. The story is also depressive at many scenes. Many characters are used loosely. I don't recommend watching this in the theaters . A Classic example of over expectation and under delivery. I'm surprised to see 9+ rating on IMDB.","https://m.media-amazon.com/images/M/MV5BM2E2ODFhYjgtN2QzYy00ZjlkLTgzZjgtNDkwODA2YWEwMDc3XkEyXkFqcGdeQXVyMTU0MDA4MDkz._V1_UY209_CR2,0,140,209_AL_.jpg"
"Marauders","1993.0","R","107.0","Action, Crime, Thriller","5.5","42.0","Steven C. Miller","Bruce Willis, Christopher Meloni, Dave Bautista, Adrian Grenier","23,842","When a bank is hit by a brutal heist, all evidence points to the owner and his high-powered clients. But as a group of FBI agents dig deeper into the case - and the deadly heists continue - it becomes clear that a larger conspiracy is at play.","141","Half Decent","The Bad Half: Unnecessarily over convoluted plot. And although at the end I understood who did what and why, there were still too many questions left. Too many loose ends. The last 10 minutes felt weird, as if the production was running out of money, so they tried to close all knots in a hurry.Confined spaces, and generally low number of people on set, resulting in a more low-budget, B-grade feel.Bruce Willis. His character lacks authenticity and feels artificial in any scene he's in. It seems like Bruce Willis didn't care too much for the role.The Good Half:Christopher Meloni, Adrian Grenier and Johnathon Schaech. Their character felt very real, and I could rely to any of them. Their character development was very good, so I clearly understood who each person is. Moreover, it seems that their script was well- written since what their said was mostly in-place (at least as the plot went on and not looking back in retrospective).There are also several good camera movements which made nice additions. The action was far from exceptional but in most cases it had a tight grip. One of the action scenes was actually very tense, with a good score.I don't know whether to recommend this movie to anyone or not, but I certainly didn't feel it was a total waste of time.","https://m.media-amazon.com/images/M/MV5BODU2OTc1OTgyMF5BMl5BanBnXkFtZTgwOTU4OTMxOTE@._V1_UY209_CR0,0,140,209_AL_.jpg"
"I Loved a Woman","1993.0","","90.0","Drama, Romance","6.0","","Alfred E. Green","Kay Francis, Edward G. Robinson, Genevieve Tobin, Robert Barrat","454","Art student John Hayden interrupts his studies in Greece to head his father's meat packing business on his father's death. He marries social climber Martha who taunts him for his ideals ...See full summaryÃÂ»","16","Worth looking for","Here is yet another of the films from early in Edward G. Robinson's career that has inexplicably and unfortunately been forgotten.  A tale which anticipates ""Citizen Kane"" in an astonishing number of ways, it tells the moving story of a multi-dimensional character transformed from an idealistic and impetuous young man into a ruthless, demanding, ultimately abandoned force in business and politics.  Robinson's character, John Hayden, knows how to get what he wants, but is never sure what that really is.  Solid performances by a first-rate cast complement a scenario able to cover decades with crisp efficiency.There are some unfortunate sequences in which the dialog becomes florid, stilted, and too much in the manner of a lesser Victorian romance.  And the use of ""Home On The Range"" as a Rosebud motif comes across as ludicrous, to put it charitably.  Such flaws, however, do not seriously lessen the impact and entertainment value of this undeservedly obscure picture.","https://m.media-amazon.com/images/M/MV5BNzE1Y2RhNzktMjQ0ZC00ODFhLThjMzItYTUyYjg3MmIxYWVjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Young Adam","1993.0","NC-17","98.0","Crime, Drama","6.3","67.0","David Mackenzie","Ewan McGregor, Tilda Swinton, Peter Mullan, Emily Mortimer","14,680","A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.","96","Subtle, near great, not for everyone.","A thoughtful, unapologetic and non judgmental character study of Joe, one man, one distinctly unique yet common man. It is presented in the context of a mystery, but this is no mystery thriller. Thrill seekers, go elsewhere.If you crave action, dialog, explanations and clear resolutions to a plot, I suggest you avoid this film. If you are fascinated by human complexity, admire beautifully crafted film-making, and can think and observe for yourself, this may be a rewarding experience for you. If you love and understand great acting you must see this film.It is exquisitely filmed, in an understated and confident manner, using hue and tint as artfully as any great painter. Joe lives in a drab and uninspiring world, mostly of interiors; tight, constricted places, where the inhabitants are caged too closely, too much ever present in each other's spaces. When we are occasionally brought out into the world at large, this tight confining world is often seen to be surrounded by a distant, unreachable beauty. There are subtly beautiful panoramas of the lush greenness of Scotland off in the distance, out of reach of Joe, of all the people of his world.The structure, the editing, the weaving of time present and time past is without conceit. There is no ""look at how cleverly I did that transition"" cutting. It is a perfect representation of editing unseen, unnoticed, the mark of brilliant editing. Everything comes together, simply and without explanation. Characters are presented simply, without prelude. Events occur, without justification. You must think and observe for yourself. If there are conclusions to be made, they must be yours.If for no other reason, see this film to experience Ewan McGregor: He has been a reasonably attractive and adequate performer, in mostly rather forgettable productions, until now. Here he suddenly emerges as an actor of astounding depth and complexity, inhabiting, living, revealing another soul. Without any reservation this is a great performance. His subtlety, his inner directed creation of a complete individual, is simply remarkable. It is a complete, compelling, always true performance. You cannot look away from Joe. You must follow him, know him. Do you know him? Can you ever really know him?The plot, what little of it there is, unfolds through character and behavior, with a minimum of dialog. There is much complete silence in this film. The score is understated, never telegraphing what you are supposed to feel or think. Indeed, I doubt that there is an answer to any question here. Who is Joe? What is Joe? That is not the point.Here is Joe. This is what he is, this is what he has done. What will he do now? There is a quiet suspense, never quite gratified, which begins with the very first frame,a corpse, gently floating, photographed darkly, from below, so dark there is no face. A deceased, faceless female human being.Joe's is the first face we see. That first glimpse of his eyes, told me that nothing would be what it seemed in this film. Joe sees something we do not see. So begins the mystery.Nothing is jarring, nothing is false. Life is simply never quite what we think it is. Make no mistake. There is a real mystery here to be revealed. Not a contrived, plot dependent series of revelations. It is the unpeeling of the layers of a human being.Much has been mentioned in this forum about the frequent sex scenes. They are achingly non-erotic, distanced and cold, and ultimately only functional. It is a passionless, desperate, mutually using and abusing kind of sex. Only one scene has heat. And that scene is not really sex. It is frustration, anger, vengeance, humiliation and desperation. This scene is truly horrible, truly frightening and truly revelatory.I haven't told you much about the plot. That is deliberate. The plot works. It reveals the character. The progression of events is true, often surprising, but never false, never contrived. If you need to be told what is happening and why, this is not for you.If you love great acting, by all involved, and appreciate the crafts and arts of film construction, I highly recommend ""Young Adam"".(I have one question for anyone out there who might have a feasible answer: the title confounds me. There is no Adam. Nor is there any reference to an Adam. I could draw no path to or from Genesis. So why is this called ""Young Adam""?)","https://m.media-amazon.com/images/M/MV5BMTMzMjUxMzU5M15BMl5BanBnXkFtZTcwMzc2NTUyMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
