"Title","Year","Certificate","Duration","Genre","Rating","Metascore","Director","Cast","Votes","Description","Review_Count","Review_Title","Review","Poster"
"Underdog","2024.0","PG","100.0","Action, Adventure, Comedy","4.8","37.0","Frederik Du Chau","Peter Dinklage, Jason Lee, Amy Adams, Jim Belushi","22,753","A Beagle must use his newly-bestowed superpowers to defend Capitol City from mad scientist Simon Barsinister.","97","The Things We Do For Love","When I first became a father about 5.5 years ago, I was prepared for many of the sacrifices I'd have to make. I knew I'd have to change diapers and take them to swimming lessons and attend many a freezing Santa Claus parade, but I wasn't ready for the kind of sacrifice I made last night. This, in my humble opinion, is cruel and unusual punishment.Underdog is bad. It's not quite Karate Dog bad, but it makes The Shaggy Dog feel like Pulp Fiction. If Underdog were a television show, I'd recommend flipping on by. Not even the presence of Puddy and the voice of Banky Edwards can save it. Bow. Wow.It was also just about the best 80 minutes I've ever enjoyed. James was seated to the right of me and Michelle to the left, and I spent more time watching their reaction to this talking, flying mutt than watching the screen. At 5 and 3 years old, they were the target audience, and this movie nailed the target. There's a scene where Underdog belches loudly in another dogs face and Michelle thought it was the funniest scene ever captured on film. When Underdog was flying into outer space, James was literally at the edge of his seat, mesmerized. The kids absolutely loved Underdog, and that's why I was there. That's what last night was all about.Unless you're accompanying someone under the age of ten, you have no business wasting a second of your life watching this brutal film. But if you are looking to kill 80 minutes with your four year old, I won't judge. I had a blast.","https://m.media-amazon.com/images/M/MV5BZTEyMjFkYWYtN2RlMi00MWFlLTgzZjctMDVmZWU0NzVmMWU3XkEyXkFqcGdeQXVyODczMDYwMzU@._V1_UX140_CR0,0,140,209_AL_.jpg"
"The Hollars","2024.0","PG-13","88.0","Comedy, Drama, Romance","6.6","53.0","John Krasinski","Sharlto Copley, Charlie Day, Richard Jenkins, Anna Kendrick","14,539","A man returns to his small hometown after learning that his mother has fallen ill and is about to undergo surgery.","59","Margo Martindale's performance has Oscar written all over it.","John Krasinski's feature directorial debut, #TheHollars is one of this year's must-see films, it's the most honest and hilarious dysfunctional family comedy I've seen in recent years. Perfect ensemble cast, especially the great Margo Martindale whose performance has Oscar written all over it.Krasinski plays a struggling NYC artist named John Hollar who hates his job and has a rich and caring pregnant girlfriend (Anna Kendrick). John returns to his small mid-America hometown upon hearing the news of his mother's (Margo Martingale) illness. But coming back isn't easy because it brings up not only old pains between family members but also high school rivalry and other anxieties. Co-starring Richard Jenkins, Sharlto Copley, Charlie Day, Mary Elizabeth Winstead, Josh Groan and Randall Park.I think it all stems from Jim Strouse's script that gives us a look at a family that is reflective of the ones we the audiences have. The story just flows naturally becomes I think it comes from a very real and truthful place. You don't have to have grown up in small town U.S.A. and you can still relate to the banter, the anger, the argument, the jealousy, and the heartbreak. The comedy in ""The Hollars"" is so ferocious so whenever the drama does kick in, you feel it all the much stronger. All the actors involved did a phenomenal job of having an emotional impact on you, especially Margo Martindale whom I've always considered to be a national treasure, in ""The Hollars,"" she gets to unleash her fullest potential, it's as if everything she ever did her career over the years had led her up to this defining moment, what a remarkable actress. You'll laugh, you'll cry, you'll find hope in ""The Hollars."" -- Rama's Screen --","https://m.media-amazon.com/images/M/MV5BMTUyODk3ODUyMV5BMl5BanBnXkFtZTgwMDQ4NjI0OTE@._V1_UY209_CR0,0,140,209_AL_.jpg"
"3:15","2024.0","","86.0","Crime, Drama, Thriller","5.6","","Larry Gross","Adam Baldwin, Deborah Foreman, Rene Auberjonois, Jesse Aragon","854","The Cobras, a vicious street gang, rule an embattled high school with their violent brand of terror. But they're headed for a showdown when an ex-gang-member-gone-good challenges their brutal reign.","9","Revenge of the 80's: ""Teenage"" school violence and street gangs films.","3:15 (1986) was one of the many 80's ""teenage"" gangster/ school violence films (the teenagers are usually in there mid to late 20's). Like most of them they're highly entertaining and are filled with the mandatory hardcore violence and the IL' T & A. This one promises an all out mano y mano, hand to hand combat film and guess what? It delivers. No lame cop out story or phony situations that would later destroy this genre. They promise and the filmmakers deliver. Fun stuff, not to be taken serious. Watch out for Adam Baldwin, Mario Van Peebles and Gina Gershon.Highly recommended (if you can find a copy).8 ( as a film)10 (for it's genre)","https://m.media-amazon.com/images/M/MV5BOTMyZjg0NTEtODY2MS00YjVjLTg1NjAtNzgwZTI0YmQyMzM4XkEyXkFqcGdeQXVyMjU5MDU1MTU@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Mrs Palfrey at the Claremont","2024.0","","108.0","Comedy, Drama","7.6","67.0","Dan Ireland","Joan Plowright, Rupert Friend, ZoÃÂ« Tapper, Robert Lang","4,253","All but abandoned by her family in a London retirement hotel, an elderly woman strikes up a curious friendship with a young writer.","55","Beautifully Trapped In A Terence Rattigan Play","I went into the Paris Theatre in New York last night, more as a refuge from the merciless weather that anything else. What a wonderful and unexpected surprise. Joan Plowright plays a widow who decides to live her last years of her life as an independent woman in a small retirement hotel in London. I'm not sure if she knew that independence sometimes means loneliness but she learns soon enough as loneliness becomes her constant companion. Her only grandson never calls, in fact nobody ever calls her. A fortuitous encounter with a young struggling writer will change her life as she will change his. This beautiful and seemingly simple story is filled with startling gems. Joan Plowright very much at the heart of the piece gives a multi-layered performance that never falls into sentimentality. Rupert Friend (Ludo, the struggling writer) is a perfect foil for the world she protectively stores in her brain and in her heart. The humor and the superb performances by the elderly guests of the hotel is a breath of fresh vintage air. When Ruper Friend meets Dame Joan's friends at the hotel, he exclaims ""We're trapped in a Terence Rattigan play"" Yes you are, beautifully so","https://m.media-amazon.com/images/M/MV5BZGQ4MGJiN2ItZWUwNi00NGE0LTk2NDQtZmFmOWM1Y2JmOThkXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY209_CR5,0,140,209_AL_.jpg"
"Goliyon Ki Raasleela Ram-leela","2024.0","UA","150.0","Drama, Musical, Romance","6.4","","Sanjay Leela Bhansali","Ranveer Singh, Deepika Padukone, Supriya Pathak, Sharad Kelkar","22,321","Modern adaptation of William Shakespeare's 'Romeo and Juliet' with an Indian twist, the film focuses on the story of Ram and Leela, their love, lust and the drama afterwards.","107","Mindless, colorful movie without a strong storyline","When a new movie releases we often look at the rating provided by other reviewers and decide on watching the same. But sadly the 5 star or 7.2 star rating provided to this movie may be based on the directors previous works and not the current one! Ram Leela is a good misdirection done by Mr. Sanjay Leela Bansali. Even Houdini would have to bow to him if this movie turns out to be a hit. Having watched many variations of the classic Romeo and Juliet, the last being one with Leonardo Di Caprio and Claire Danes, I can very well say that Ram Leela is clearly not a variant of this. Most likely the reviewer has been primed to think so. With an absolutely no story line, the movie relies on raunchy scenes between Deepika and Ranvir to carry the show. There's mindless violence, ridiculous camera work used for portraying mayhem against women, cheap dialogue's to show coolness. To take your attention off the plot, Mr. Bansali uses these misdirections very well. The eyes see colorful Gujarati Garbha dances, a clear desert, some good architecture around Gujarat, and the mind forgets that the movie has a story to tell! An item song by Priyanka Chopra is also thrown in to save the day. The rating 3 of watchable is mainly to see our Hansaben, Supriya Pathak. Her portrayal of Baa is mind blowing and dialogue delivery is great. Those used to seeing regular Baa's in our TV serials, now get to see a different Baa! Deepika had made a good choice with Chennai Express, where her acting skills were utilized. In Ram Leela she's there to dance and whine! One does not see the boldness Aish portrayed in HDDCS or the damsel deeply in love Aish portrayed in Devdas. I guess Mr Bansali wanted to see a mixture of both in Deepika. But sadly the story line does not call for it! Ranvir still has remnant parts of Band Baaja Baraat and Ladies Vs. Ricky Behl. In most of the scenes either he is full carefree or full sentimental (literally crying). A talent like Richa Chadda is wasted. To conclude, its sad to see Mr Bansali following Ram Gopal Verma's footsteps wherein camera work and raunchy scenes are used as misdirection for a bad storyline","https://m.media-amazon.com/images/M/MV5BNDljNWM1MzctM2E5NC00YjFkLWI2MDUtNzJkNGIyMGZmN2MwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR3,0,140,209_AL_.jpg"
"I Heart Huckabees","2024.0","R","107.0","Comedy","6.5","55.0","David O. Russell","Jason Schwartzman, Jude Law, Naomi Watts, Mark Wahlberg","66,309","A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.","358","""How am I not myself?""","One of the biggest influences for the ideas presented in David O. Russell's 'I Heart Huckabees' was 9/11. He is quoted as saying in Film Comment Magazine, 'For about two months after 9/11, people were asking really profound questions about reality and existence-and then it was back to business as usual.' Indeed this seems to be the case whenever bad things seem to happen in life as people search for the reasoning behind the events and for a meaning to their own existence. Disillusionment often takes place for many affected by tragedy, as has happened to the characters in 'I Heart Huckabees.' From an activist fighting urban sprawl to a firefighter blaming the worlds ills on petroleum hungry nations, 'I Heart Huckabees' presents profound questions about existence with a unique comic approach.After seeking the reasoning behind a coincidental meeting, Albert (Jason Schwartzman), an activist/poet, seeks the help of some existential detectives, Bernard and Vivian (Dustin Hoffman and Lily Tomlin). They agree to study his case by spying on his every day activity and getting into his psyche. In an attempt to help Albert seek answers to his profound questions, Bernard and Vivian join Albert with a disillusioned firefighter named Tommy (Mark Whalberg) who seeks answers to the same questions on life. However, Tommy has a strong bias that all the world's problems result from the exploitation of petroleum. During their investigation into Albert's life, Bernard and Vivian realize that Albert's problems often stem from his struggle to fight the Huckabees Corporation from building on the lands Albert tries in vain to protect- particularly with a corporate salesman named Brad (Jude Law). As Bernard and Vivian further investigate, they realize that Brad and his girlfriend Dawn (Naomi Watts), the sexy image behind Huckabees advertising, have a few of their own existential problems to deal with. Especially Dawn who is completely disillusioned by her own beautiful image, as well as Brad's phony persona. Two schools of thought come into play. One, Bernard and Vivian's viewpoint that everything is connected and the world is not a negative place, but chooses not to deal with its problems. On the other hand, Tommy believes in the viewpoints of a French author named Caterine Vauban (Isabell Huppert) who says that the world is simply a mess, pain and anger are present and the only way to deal with it is to just except it. So who is right and who is wrong? The film's message is that neither is truly wrong or right, but the two must meet somewhere in the middle. What's more, perceptions have an important role in this film. Life is often what you make it. A person can be a phony individual and simply jump on the bandwagon of what is popular to seek approval and acceptance. Or, they could ask themselves if they really believe in certain viewpoints and question the right and wrong that exists in our complex, modern world.At first glance, with the film's slapstick, yet witty intellectual dialogue combined with unique visuals, it would seem that this is the product of Charlie Kaufman. But Russell's ideas are undeniably his own and have been pondered upon in his mind for years. The director of the Gulf-War drama/comedy, 'Three Kings,' and 'Flirting with Disaster' has made one of 2004s best films. 'I Heart Huckabees' is filled with three-dimensional characters and crisp-sounding dialogue that will leave you chuckling hours after seeing the film. Most importantly, it has ideas that most Hollywood executives fear to take on because of our very conventional societal viewpoints. ****","https://m.media-amazon.com/images/M/MV5BZTk5YmEwOTMtZjIzOC00MjFhLWFhN2ItNDgzZDhhYjVjOWRjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Casting Couch","2024.0","","94.0","Comedy","3.7","","Jason Lockhart","Justin Smith, Jason Lockhart, David Lengel, Adam Loyd","3,151","Desperate to meet new girls, six down-on-their-luck guys come up with the ultimate plan to hook up - cast a fake movie. When tons of hot chicks show up for the audition, it's a matter of who's willing to go the farthest to get the part.","13","Took a chance on this, glad I did","I saw this at Blockbuster and took a chance on it. I'm glad I did. It's no masterpiece (low budget), but it's a fun hour and a half with lots of good looking girls, funny lines, and likable characters. The story focuses on a group of guys who hold a fake casting for a fake movie to meet chicks. Probably an idea the writer or director have actually tried to pull off at some point. The acting is all solid, which is rare in a movie of this budget, as is the writing and directing. I watched it with my girlfriend and although she hates these types of movies, she was laughing throughout. A solid movie to watch at home on a Friday night with friends.","https://m.media-amazon.com/images/M/MV5BNzc5MDE2MTYzNV5BMl5BanBnXkFtZTcwNTIxNTEwOQ@@._V1_UY209_CR4,0,140,209_AL_.jpg"
"Queen of Bones","2024.0","","90.0","Horror, Thriller","7.3","","Robert Budreau","Martin Freeman, Julia Butters, Jacob Tremblay, Christopher Heyerdahl","45","A folktale about twin siblings who suspect their father is hiding secrets to their deceased mother's connection with the supernatural.","0","","","https://m.media-amazon.com/images/M/MV5BMTM0ZTMzMWEtOWU0Yi00ZjIzLTliMWUtYWU5YmE4NzMxYTQ4XkEyXkFqcGdeQXVyMTM4OTc0ODA1._V1_UY209_CR0,0,140,209_AL_.jpg"
"Goodbye Christopher Robin","2024.0","UA","107.0","Biography, Drama, Family","7.1","54.0","Simon Curtis","Domhnall Gleeson, Margot Robbie, Kelly Macdonald, Vicki Pepperdine","29,893","The relationship between writer AA Milne and his son, Christopher Robin, and how this became the inspiration for Winnie the Pooh.","94","More than just about Winnie the Pooh","I watched this wondering if it was going to be a dull, forgettable period piece or a tedious biopic and was very surprised just how good it actually was.This is a really solid film with good performances and nicely directed. The plot concerns the true story of the life of the young Christopher Robin and the changing relationship he has with his parents in the 1920s.It blends the mental trauma his father has been living with since his WW1 experience, and Christopher Robin's own traumatic childhood, both of witnessing his own parent's fractious relationship and then the deep unhappiness of having his life turned upside down when his fathers book, Winnie the Pooh, becomes an enormous and unexpected worldwide hit and inadvertently makes a celebrity of Christopher Robin.This is a film primarily about family relationships and it is extremely well written too. Will Tilston, who plays Christopher Robin at 8 years old, puts in an exceptionally competent and sweet performance that makes you genuinely feel for the character.He finds the only person who actually understands and shares his anguish is his nanny, Olive (Kelly MacDonald). Olive too notices how unhappy Christopher Robin becomes but her pleas fall on deaf ears.The only real flaw in any of the characterizations is Margot Robbie's turn as Daphne, Christopher Robin's mother. Whilst Domnhall Gleeson's AA Milne at least has some back story to explain why his mentally tortured writer is struggling to shake off his demons and thus oblivious to his son's reluctant celebrity status, Daphne comes across as somebody who is a bit cold and shallow and has no problems with watching her son get exploited to make the book a success. This may of course be what she was really like but the film doesn't dig very deep into her character. However this is a minor quibble in an otherwise well made film.There are moments of humour in the script and no bad language so I expect this film will appeal to older audiences as well as families. The film is also just about the right length too if you like a good old fashioned biopic/drama. There is also a moral at the heart of this tale about the need to let children have a normal childhood, which is very much applicable even now.","https://m.media-amazon.com/images/M/MV5BYjJlODVhNzUtNTk4OC00ZmRjLTg4ZDQtMjc5OWZkY2JlY2ZjXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Dip huet seung hung","2024.0","R","111.0","Action, Crime, Drama","7.7","82.0","John Woo","Chow Yun-Fat, Danny Lee, Sally Yeh, Kong Chu","51,139","A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.","231","No Competition","First of all, I am disgusted by some of these reviews.  Modern action has been overrun by special effects and stuntmen with death wishes (not that I'm complaining), but one must consider the time and the place.  It's not the world of the Matrix or the Human-Cyborg War (or whatever it's called) in the Terminator, it's Hong Kong in the 1980's with counterfeiting, hostile Chinese syndicates.  It doesn't have to be a big budget feature to be great. Clerks by Kevin Smith had a minute budget, but it made Smith famous. I digress.  Woo creates a sensitive and emotionally complex... assassin. To make him reconsider his job as a professional killing machine Jeffrey, the killer, blinds a lounge singer, Jenny.  He swears to himself that he will end his career after one last job.  Woo introduces us to the concept, like you see in A Better Tomorrow, that you can never leave a Triad even if you try your hardest.  With an hour of attempting, Jeff realizes the horrible truth.  Rarely does Woo bring in this feeling of absolute futility in his work.  After losing his best friend, Jeff has crossed the Rubicon in his attempts and must end his ties to it by ending his everyone's but his own, excluding Jenny and Inspector Lee.  Some people dislike the final shootout, but the doves and the Christian symbology adds a touch that drives religious and heroic bloodshed to the minds of the audience.  On a personal note, I love it.  The last few seconds depict a man, perhaps Lee, playing a harmonica in front of the church for reasons I don't know.","https://m.media-amazon.com/images/M/MV5BNjgxOGViYTYtYWRkMC00MGZmLTk0OWEtYTgwZGNiMmZjNzYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR1,0,140,209_AL_.jpg"
"Brother","2024.0","","119.0","Drama, Music","6.9","70.0","Clement Virgo","Lamar Johnson, Aaron Pierre, Marsha Stephanie Blake, Kiana Madeira","1,127","Sons of Caribbean immigrants, Francis and Michael face questions of masculinity, identity and family amid the pulsing beat of Toronto's early hip-hop scene.","7","Hard to watch, but the ring of truth","It follows a Canadian-Jamaican family in Scarborough, Ontario, over 20 years from 1981 to 2001.Ruth (Marsha Stephanie Blake) is a Jamaican immigrant to Toronto, Canada. She has two sons--Francis (Jacob Williams/Aaron Pierre) and Michael (David Odion/Sabastian Nigel Singh/Lamar Johnson). Francis is older than Michael by a couple of years and is protective of his family in the father's absence. By his late teens, Francis is a large, physically intimidating man who acts with confidence but has some questionable friends. Michael is smaller, darker, less self-confident, and more studious in school. In high school, Michael is attracted to Aisha (Delia Lisette Chambers/Kiana Madeira), a Canadian-Jamaican neighbor whose father came from the same area of Jamaica as Ruth.The story jumps back and forth between 1981, 1991, when a tragic event occurs, and 2001 when Michael is trying to hold things together. We see the bleakness of many Caribbean immigrant lives, the aura of violence that is never far away, and the problematic relationship with a lily-white 1991 Scarborough police force.""Brother"" is the story of family love persisting through trauma, shattered dreams of a hopeful Jamaican musician, and territorial conflicts between gangs of similar backgrounds, with a final glimmer of resolution at the end. ""Brother"" was a hard movie to watch because of its ring of truth and many dark scenes. The chemistry between Blake, Pierre, and Johnson was excellent. Madeira was also good. My biggest complaint was that I found the rapid jumping back and forth in time sometimes confusing. And I wonder if the metaphor of hydro-tower-climbing interspersed throughout the film really worked. Nonetheless, ""Brother"" is one of the better Canadian movies I've recently seen.","https://m.media-amazon.com/images/M/MV5BZGNkYzk5NzktNGRiZS00OTk5LWE4NmEtNjEyZDc0ZjIwNTY1XkEyXkFqcGdeQXVyMTEwMTQ0Njk3._V1_UY209_CR2,0,140,209_AL_.jpg"
"Milsu","2024.0","","129.0","Action, Crime","6.2","","Ryu Seung-wan","Kim Hye-su, Yum Jung-ah, Zo In-sung, Park Jeong-min","1,280","An action crime film set in the 1970s in a small, peaceful village by the sea where two women get unexpectedly caught up in a high-stakes smuggling scheme.","7","Feisty seawomen dive in for a whacky adventure.","After a chemical plant steals their jobs, rendering the fisherwomen well...out of fish to catch, they indulge in smuggling to meets ends. A gang of 6 women who are expert sea divers start fishing out smuggled goods and their popularity lands them on a bigger hunt. As this dive goes south, both personal loss and betrayal break the women, as one of them escapes while the rest get arrested. Years later, they once again meet for another Fortune but this time more harsh truth gets revealed. How they get their revenge on the ones responsible forms rest of the story.Setting the story in the 70s, the retro feel is well captured. However, the funky music as well as the cinematography ensures a humorous narrative, the emotional scenes however don't gel well with it. This takes time to get used to the proceedings. Also, a team of six yet only two get full fledged roles which stuck out as a sore thumb. Add to that, the women power initiative leads to the male characters predictable character arc which undermined the reveal.But to speak of positives, Kim Hye-Soo and Yum Jung-ah single handedly carry this film, making the drama work. Then there is the action sequences, pre-climax and the terrific underwater climax action which instantly made this a paisa vasool watch. The non-linear narrative, going back and forth to make multiple reveals elevated the drama even if the reveals were to be predictable. The whole double cross, triple cross sequence was fun throughout. It is indeed the second half that saves the film, firmly aided by the performances of the duo female leads and the two action sequences.","https://m.media-amazon.com/images/M/MV5BZTc4ZWExZGEtYmM5YS00YjU1LThlZjUtYjQzYTVhNmYwZWNiXkEyXkFqcGdeQXVyMTM1MTE1NDM1._V1_UY209_CR0,0,140,209_AL_.jpg"
"Bad Trip","2024.0","18","86.0","Comedy","6.5","61.0","Kitao Sakurai","Eric AndrÃÂ©, Michaela Conlin, Lil Rel Howery, Tiffany Haddish","27,498","This mix of a scripted buddy comedy road movie and a real hidden camera prank show follows the outrageous misadventures of two buds stuck in a rut who embark on a cross-country road trip to NYC. The storyline sets up shocking real pranks.","259","Hilarious, had me laughing so hard I was crying.","This is a must watch for anyone who's a fan of the show, or anyone who loves hidden camera pranks. As a huge Eric Andre fan, this movie delivered everything I expected and more. I'd say it's as good as the pranks in the Eric Andre show or better. I was laughing so hard I was crying at some of the segments. The way they pranks are orchestrated and the reactions they get from people are amazing. I haven't laughed this hard at a movie since watching Borat.","https://m.media-amazon.com/images/M/MV5BNDgzMTgxOTktNmM2Ny00Nzk5LTgxNjAtNzJlNjBjNjMyOWZkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Spermworld","2024.0","","84.0","Documentary","7.2","","Lance Oppenheim","Atasha PeÃÂ±a Clay, Tyree Kelly, Ari Nagel, Rachel Stanley","858","Three men enter the new wild west of baby making - online forums where sperm donors connect with hopeful parents - but find themselves exchanging more than just genetic material.","0","","","https://m.media-amazon.com/images/M/MV5BMDRhZmNjNzEtN2JlZS00MDU5LTkzNzAtY2I5NzgyNTEzMzdjXkEyXkFqcGdeQXVyODY0NTUzMDA@._V1_UY209_CR13,0,140,209_AL_.jpg"
"Thick as Thieves","2024.0","R","104.0","Action, Crime, Thriller","6.0","","Mimi Leder","Ivan Petrushinov, Victor Boichev, Nickolay Hadjiminev, Rade Serbedzija","35,947","A veteran thief recruits a younger crook to help him pull off one final job in order to repay his debt to the Russian mob.","49","""The Code""","What no comments, no rating, no release date?!! This is what I first thought when looking at the IMDb page for this movie, ""how can it be possible, a movie released here in Taiwan but not in America?!""First off I had trouble finding this movie on IMDb since the English title given in Taiwan is The Code"", where as according to IMDb its ""Thick as Thieves""I didn't know what to expect when entering this movie as I hadn't read a million posts on IMDb saying how its amazing and the others saying it should be the 2nd thing on your list to do after suicide.It's pretty much your average bank heist movie, the story is based around a job which is utterly impossible unless you have amazing tools and gadgets which probably take longer to create than the whole security system of the bank they're planning to hit. The story moves along nicely, it has a few short moments where it seems to drift away from the main plot but it doesn't distract you from the main track. The acting by Freeman is his usual really, the more experienced and wiser man who once again does a decent job. The young rookie crook role goes to Banderas who generally does a good job but in the early stages of the movie just doesn't look right. The young rookie is the same as most the young cocky rookie's you see in most movies, unfortunately a middle aged man making wise cracks just doesn't look right on screen.Like you'd expect there's a surprise ending which isn't so easy to figure out, or when you think you've figured it out you still end up being wrong. It's what you'd expect from a heist movie and it certainly doesn't disappoint. The directing is nothing special, it just seems like standard Hollywood movie making with nothing really standing out as being special. The dialogue is nothing flash, its normal dialogue with very little standout lines. The performances are once again nothing stand out, all the actors do a decent job in this movie but nothing worthy of an Oscar. Overall this isn't a super awesome big time blockbuster, its an OK piece of cinema which is sure to entertain you but its not going to have you shouting from the roof tops","https://m.media-amazon.com/images/M/MV5BMTg3NzI4MzAzN15BMl5BanBnXkFtZTcwMTM0OTY3Mw@@._V1_UY209_CR0,0,140,209_AL_.jpg"
